,gender,emotion,path,duration
0,male,sad,../speech_emotion_reco/data/savee/JK_sa01.wav,4.511836734693878
1,male,sad,../speech_emotion_reco/data/savee/JK_sa15.wav,6.0587301587301585
2,male,neutral,../speech_emotion_reco/data/savee/DC_n13.wav,2.7888888888888888
3,male,surprise,../speech_emotion_reco/data/savee/DC_su09.wav,3.433968253968254
4,male,neutral,../speech_emotion_reco/data/savee/DC_n07.wav,4.051791383219955
5,male,neutral,../speech_emotion_reco/data/savee/JK_n20.wav,3.3289342403628117
6,male,neutral,../speech_emotion_reco/data/savee/JK_n08.wav,3.5443537414965984
7,male,sad,../speech_emotion_reco/data/savee/JE_sa08.wav,4.133287981859411
8,male,fear,../speech_emotion_reco/data/savee/JK_f15.wav,5.911972789115646
9,male,fear,../speech_emotion_reco/data/savee/JK_f01.wav,4.140453514739229
10,male,sad,../speech_emotion_reco/data/savee/KL_sa13.wav,5.0
11,male,sad,../speech_emotion_reco/data/savee/KL_sa07.wav,2.219047619047619
12,male,disgust,../speech_emotion_reco/data/savee/JK_d03.wav,2.5995918367346937
13,male,happy,../speech_emotion_reco/data/savee/DC_h01.wav,3.8365079365079366
14,male,happy,../speech_emotion_reco/data/savee/DC_h15.wav,5.84907029478458
15,male,happy,../speech_emotion_reco/data/savee/DC_h14.wav,5.408798185941043
16,male,disgust,../speech_emotion_reco/data/savee/JK_d02.wav,3.983219954648526
17,male,sad,../speech_emotion_reco/data/savee/KL_sa06.wav,3.4993197278911565
18,male,sad,../speech_emotion_reco/data/savee/KL_sa12.wav,4.503537414965987
19,male,fear,../speech_emotion_reco/data/savee/JK_f14.wav,4.8113378684807255
20,male,sad,../speech_emotion_reco/data/savee/JE_sa09.wav,3.694965986394558
21,male,neutral,../speech_emotion_reco/data/savee/JK_n09.wav,3.6370068027210882
22,male,neutral,../speech_emotion_reco/data/savee/JK_n21.wav,3.874240362811791
23,male,neutral,../speech_emotion_reco/data/savee/DC_n06.wav,4.130748299319728
24,male,neutral,../speech_emotion_reco/data/savee/DC_n12.wav,2.973061224489796
25,male,surprise,../speech_emotion_reco/data/savee/DC_su08.wav,3.8082086167800453
26,male,sad,../speech_emotion_reco/data/savee/JK_sa14.wav,6.07968253968254
27,male,sad,../speech_emotion_reco/data/savee/JK_sa02.wav,4.2910204081632655
28,male,neutral,../speech_emotion_reco/data/savee/DC_n04.wav,3.605895691609977
29,male,neutral,../speech_emotion_reco/data/savee/DC_n10.wav,4.183356009070295
30,male,neutral,../speech_emotion_reco/data/savee/JK_n23.wav,3.1131972789115645
31,male,fear,../speech_emotion_reco/data/savee/JK_f02.wav,3.59015873015873
32,male,sad,../speech_emotion_reco/data/savee/KL_sa04.wav,4.7293424036281175
33,male,sad,../speech_emotion_reco/data/savee/KL_sa10.wav,4.153650793650794
34,male,disgust,../speech_emotion_reco/data/savee/JK_d14.wav,6.289297052154195
35,male,happy,../speech_emotion_reco/data/savee/DC_h02.wav,3.396235827664399
36,male,happy,../speech_emotion_reco/data/savee/DC_h03.wav,2.264172335600907
37,male,disgust,../speech_emotion_reco/data/savee/JK_d15.wav,7.012607709750567
38,male,sad,../speech_emotion_reco/data/savee/KL_sa11.wav,5.531927437641723
39,male,disgust,../speech_emotion_reco/data/savee/JK_d01.wav,5.136281179138322
40,male,sad,../speech_emotion_reco/data/savee/KL_sa05.wav,4.301995464852608
41,male,fear,../speech_emotion_reco/data/savee/JK_f03.wav,2.3847165532879817
42,male,neutral,../speech_emotion_reco/data/savee/JK_n22.wav,3.1132426303854874
43,male,neutral,../speech_emotion_reco/data/savee/DC_n11.wav,6.156598639455782
44,male,neutral,../speech_emotion_reco/data/savee/DC_n05.wav,2.8302040816326532
45,male,sad,../speech_emotion_reco/data/savee/JK_sa03.wav,3.218231292517007
46,male,sad,../speech_emotion_reco/data/savee/JK_sa13.wav,6.0167800453514735
47,male,sad,../speech_emotion_reco/data/savee/JK_sa07.wav,3.102721088435374
48,male,neutral,../speech_emotion_reco/data/savee/DC_n29.wav,3.288798185941043
49,male,neutral,../speech_emotion_reco/data/savee/DC_n01.wav,3.7736054421768706
50,male,neutral,../speech_emotion_reco/data/savee/DC_n15.wav,5.156825396825397
51,male,neutral,../speech_emotion_reco/data/savee/JK_n26.wav,2.908843537414966
52,male,fear,../speech_emotion_reco/data/savee/JK_f07.wav,4.213832199546485
53,male,fear,../speech_emotion_reco/data/savee/JK_f13.wav,3.1131972789115645
54,male,happy,../speech_emotion_reco/data/savee/JK_h08.wav,2.58281179138322
55,male,sad,../speech_emotion_reco/data/savee/KL_sa01.wav,3.7891609977324263
56,male,disgust,../speech_emotion_reco/data/savee/JK_d05.wav,3.3569614512471655
57,male,sad,../speech_emotion_reco/data/savee/KL_sa15.wav,5.239546485260771
58,male,disgust,../speech_emotion_reco/data/savee/JK_d11.wav,3.930839002267574
59,male,fear,../speech_emotion_reco/data/savee/DC_f08.wav,3.904625850340136
60,male,happy,../speech_emotion_reco/data/savee/DC_h13.wav,2.767301587301587
61,male,angry,../speech_emotion_reco/data/savee/KL_a09.wav,3.3166893424036283
62,male,happy,../speech_emotion_reco/data/savee/DC_h07.wav,3.605895691609977
63,male,happy,../speech_emotion_reco/data/savee/DC_h06.wav,3.459138321995465
64,male,happy,../speech_emotion_reco/data/savee/DC_h12.wav,5.6604081632653065
65,male,angry,../speech_emotion_reco/data/savee/KL_a08.wav,3.128934240362812
66,male,fear,../speech_emotion_reco/data/savee/DC_f09.wav,3.8784126984126983
67,male,disgust,../speech_emotion_reco/data/savee/JK_d10.wav,4.221360544217687
68,male,sad,../speech_emotion_reco/data/savee/KL_sa14.wav,5.106394557823129
69,male,disgust,../speech_emotion_reco/data/savee/JK_d04.wav,4.444444444444445
70,male,happy,../speech_emotion_reco/data/savee/JK_h09.wav,3.2746485260770974
71,male,fear,../speech_emotion_reco/data/savee/JK_f12.wav,5.503174603174603
72,male,fear,../speech_emotion_reco/data/savee/JK_f06.wav,3.5606802721088435
73,male,neutral,../speech_emotion_reco/data/savee/JK_n27.wav,4.612154195011338
74,male,neutral,../speech_emotion_reco/data/savee/DC_n14.wav,5.0252607709750565
75,male,neutral,../speech_emotion_reco/data/savee/DC_n28.wav,5.498866213151928
76,male,sad,../speech_emotion_reco/data/savee/JK_sa06.wav,3.941315192743764
77,male,sad,../speech_emotion_reco/data/savee/JK_sa12.wav,5.408798185941043
78,male,sad,../speech_emotion_reco/data/savee/JK_sa04.wav,5.647709750566894
79,male,sad,../speech_emotion_reco/data/savee/JK_sa10.wav,4.620544217687075
80,male,neutral,../speech_emotion_reco/data/savee/DC_n16.wav,3.8155102040816327
81,male,neutral,../speech_emotion_reco/data/savee/DC_n02.wav,3.7736054421768706
82,male,neutral,../speech_emotion_reco/data/savee/JK_n19.wav,3.434285714285714
83,male,neutral,../speech_emotion_reco/data/savee/JK_n25.wav,3.482176870748299
84,male,angry,../speech_emotion_reco/data/savee/JE_a09.wav,4.869024943310658
85,male,fear,../speech_emotion_reco/data/savee/JK_f10.wav,1.8962358276643991
86,male,fear,../speech_emotion_reco/data/savee/JK_f04.wav,3.144671201814059
87,male,disgust,../speech_emotion_reco/data/savee/DC_d09.wav,4.638367346938775
88,male,disgust,../speech_emotion_reco/data/savee/JK_d12.wav,3.0188662131519273
89,male,sad,../speech_emotion_reco/data/savee/KL_sa02.wav,2.7065759637188207
90,male,disgust,../speech_emotion_reco/data/savee/JK_d06.wav,3.731655328798186
91,male,happy,../speech_emotion_reco/data/savee/DC_h04.wav,3.2285260770975057
92,male,happy,../speech_emotion_reco/data/savee/DC_h10.wav,3.3123809523809524
93,male,happy,../speech_emotion_reco/data/savee/DC_h11.wav,5.974829931972789
94,male,happy,../speech_emotion_reco/data/savee/DC_h05.wav,4.3605895691609975
